,entropy,true_labels,pred_labels,condition,is_prediction_correct
0,1.5270172065045895,1,1,Evidential_LOG,True
1,2.2764585894958413,6,3,Evidential_LOG,False
2,1.773182480620772,2,2,Evidential_LOG,True
3,2.2175592971481795,2,2,Evidential_LOG,True
4,2.1202001018468364,3,3,Evidential_LOG,True
5,2.2446301818733634,3,3,Evidential_LOG,True
6,2.2282831151472364,0,0,Evidential_LOG,True
7,1.643946051724476,9,9,Evidential_LOG,True
8,2.2504010823231155,7,5,Evidential_LOG,False
9,1.70000622651132,9,9,Evidential_LOG,True
10,2.0432570165280204,9,9,Evidential_LOG,True
11,1.563007068990136,2,2,Evidential_LOG,True
12,2.275680271681252,0,0,Evidential_LOG,True
13,2.2444349965456514,6,6,Evidential_LOG,True
14,2.2999080944687584,0,2,Evidential_LOG,False
15,1.5875237668764295,1,1,Evidential_LOG,True
16,1.7322320884998141,0,0,Evidential_LOG,True
17,1.8210580423069922,2,2,Evidential_LOG,True
18,1.9049765828004728,4,4,Evidential_LOG,True
19,1.4680052845883842,9,9,Evidential_LOG,True
20,1.7504492394053168,5,5,Evidential_LOG,True
21,2.280650474583996,2,2,Evidential_LOG,True
22,1.4685683238000433,4,4,Evidential_LOG,True
23,1.9099254990094219,9,9,Evidential_LOG,True
24,2.2785024343259814,4,4,Evidential_LOG,True
25,1.88608338900032,4,4,Evidential_LOG,True
26,1.5549977178683096,2,2,Evidential_LOG,True
27,1.6724965501528222,2,2,Evidential_LOG,True
28,1.4265670609695833,8,8,Evidential_LOG,True
29,1.1474399546624354,7,7,Evidential_LOG,True
30,1.6856756534566437,2,2,Evidential_LOG,True
31,1.6041975459785756,6,6,Evidential_LOG,True
32,2.235521205103626,5,5,Evidential_LOG,True
33,1.4161478839226187,9,9,Evidential_LOG,True
34,2.2945583331848045,3,3,Evidential_LOG,True
35,2.2918029866049836,9,9,Evidential_LOG,True
36,2.0595062964138875,9,9,Evidential_LOG,True
37,2.2256943963315803,3,5,Evidential_LOG,False
38,1.259749173029778,7,7,Evidential_LOG,True
39,1.857750845834085,5,5,Evidential_LOG,True
40,1.633121504283393,1,1,Evidential_LOG,True
41,1.8002290256544144,4,4,Evidential_LOG,True
42,2.2138978242068017,3,5,Evidential_LOG,False
43,1.597053469959192,6,6,Evidential_LOG,True
44,2.2920456867131973,5,5,Evidential_LOG,True
45,1.4714922218620283,9,9,Evidential_LOG,True
