,entropy,true_labels,pred_labels,condition,is_prediction_correct
0,0.8713253307525188,7,7,Evidential_MSE-Quant,True
1,1.275070887426689,2,2,Evidential_MSE-Quant,True
2,1.0196101727601363,1,1,Evidential_MSE-Quant,True
3,1.0196101727601363,0,0,Evidential_MSE-Quant,True
4,1.0454159562683032,4,4,Evidential_MSE-Quant,True
5,0.9087402952759126,1,1,Evidential_MSE-Quant,True
6,1.317092892920194,4,4,Evidential_MSE-Quant,True
7,1.5801215213604267,9,9,Evidential_MSE-Quant,True
8,2.253955740803813,5,5,Evidential_MSE-Quant,True
9,1.2358018640158914,9,9,Evidential_MSE-Quant,True
10,0.8538391888657775,0,0,Evidential_MSE-Quant,True
11,1.275070887426689,6,6,Evidential_MSE-Quant,True
12,1.1990275893027134,9,9,Evidential_MSE-Quant,True
13,0.9719096192539809,0,0,Evidential_MSE-Quant,True
14,0.8896067388355398,1,1,Evidential_MSE-Quant,True
15,1.4106030128418132,5,5,Evidential_MSE-Quant,True
16,1.1990275893027134,9,9,Evidential_MSE-Quant,True
17,0.9087402952759126,7,7,Evidential_MSE-Quant,True
18,2.164466362348523,3,3,Evidential_MSE-Quant,True
19,0.9719096192539809,4,4,Evidential_MSE-Quant,True
20,1.5801215213604267,9,9,Evidential_MSE-Quant,True
21,1.199027748029612,6,6,Evidential_MSE-Quant,True
22,1.3621602768256456,6,6,Evidential_MSE-Quant,True
23,1.0196101727601363,5,5,Evidential_MSE-Quant,True
24,1.235801898640718,4,4,Evidential_MSE-Quant,True
25,0.9087402952759126,0,0,Evidential_MSE-Quant,True
26,1.1320745174066458,7,7,Evidential_MSE-Quant,True
27,0.8713253307525188,4,4,Evidential_MSE-Quant,True
28,0.83709643879294,0,0,Evidential_MSE-Quant,True
29,1.1320745174066458,1,1,Evidential_MSE-Quant,True
30,0.995142290893887,3,3,Evidential_MSE-Quant,True
31,1.199027748029612,1,1,Evidential_MSE-Quant,True
32,0.9719096192539809,3,3,Evidential_MSE-Quant,True
33,1.795791339021395,4,4,Evidential_MSE-Quant,True
34,1.0726742981899566,7,7,Evidential_MSE-Quant,True
35,1.199027748029612,2,2,Evidential_MSE-Quant,True
36,1.275070887426689,7,7,Evidential_MSE-Quant,True
37,0.9498194933322689,1,1,Evidential_MSE-Quant,True
38,1.6462181201795771,2,2,Evidential_MSE-Quant,True
39,1.0454159562683032,1,1,Evidential_MSE-Quant,True
40,1.235801898640718,1,1,Evidential_MSE-Quant,True
41,1.235801898640718,7,7,Evidential_MSE-Quant,True
42,1.1015128825225862,4,4,Evidential_MSE-Quant,True
43,1.580121416566334,2,2,Evidential_MSE-Quant,True
44,1.3621602768256456,3,3,Evidential_MSE-Quant,True
45,1.4106030128418132,5,5,Evidential_MSE-Quant,True
46,1.5191454383958662,1,1,Evidential_MSE-Quant,True
47,1.164519244853338,2,2,Evidential_MSE-Quant,True
48,0.9498194933322689,4,4,Evidential_MSE-Quant,True
49,0.9287884205361147,4,4,Evidential_MSE-Quant,True
50,1.0196101727601363,6,6,Evidential_MSE-Quant,True
51,0.9719096192539809,3,3,Evidential_MSE-Quant,True
52,1.164519244853338,5,5,Evidential_MSE-Quant,True
53,1.3621602768256456,5,5,Evidential_MSE-Quant,True
54,1.0454159562683032,6,6,Evidential_MSE-Quant,True
55,1.0726742981899566,0,0,Evidential_MSE-Quant,True
56,0.7630049882491958,4,4,Evidential_MSE-Quant,True
57,1.0726742981899566,1,1,Evidential_MSE-Quant,True
58,1.1320745417169669,9,9,Evidential_MSE-Quant,True
59,1.4106030128418132,5,5,Evidential_MSE-Quant,True
60,0.9719096192539809,7,7,Evidential_MSE-Quant,True
61,1.6462181201795771,8,8,Evidential_MSE-Quant,True
62,1.8800763511414238,9,9,Evidential_MSE-Quant,True
63,1.4106030128418132,3,3,Evidential_MSE-Quant,True
64,1.1015128825225862,7,7,Evidential_MSE-Quant,True
65,1.717948562596675,4,4,Evidential_MSE-Quant,True
66,1.6462181201795771,6,6,Evidential_MSE-Quant,True
67,0.9287884205361147,4,4,Evidential_MSE-Quant,True
68,0.8713253307525188,3,3,Evidential_MSE-Quant,True
69,1.0454159562683032,0,0,Evidential_MSE-Quant,True
70,0.8896067388355398,7,7,Evidential_MSE-Quant,True
71,0.6908172667205078,0,0,Evidential_MSE-Quant,True
72,1.3621602768256456,2,2,Evidential_MSE-Quant,True
73,1.795791330863485,9,9,Evidential_MSE-Quant,True
74,0.9719096192539809,1,1,Evidential_MSE-Quant,True
75,1.199027748029612,7,7,Evidential_MSE-Quant,True
76,1.0726742981899566,3,3,Evidential_MSE-Quant,True
77,1.5191454383958662,2,2,Evidential_MSE-Quant,True
78,1.795791330863485,9,9,Evidential_MSE-Quant,True
79,0.8713253307525188,7,7,Evidential_MSE-Quant,True
80,1.4106030128418132,7,7,Evidential_MSE-Quant,True
81,1.0454159562683032,6,6,Evidential_MSE-Quant,True
82,0.7249674949083437,2,2,Evidential_MSE-Quant,True
83,1.0726742981899566,7,7,Evidential_MSE-Quant,True
84,1.462792566839014,8,8,Evidential_MSE-Quant,True
85,0.83709643879294,4,4,Evidential_MSE-Quant,True
86,0.8896067388355398,7,7,Evidential_MSE-Quant,True
87,1.4627925668390138,3,3,Evidential_MSE-Quant,True
88,0.8713253307525188,6,6,Evidential_MSE-Quant,True
89,0.995142290893887,1,1,Evidential_MSE-Quant,True
90,1.0454159562683032,3,3,Evidential_MSE-Quant,True
91,0.8713253307525188,6,6,Evidential_MSE-Quant,True
92,2.0666949306760767,9,9,Evidential_MSE-Quant,True
93,1.199027748029612,3,3,Evidential_MSE-Quant,True
94,1.0726742981899566,1,1,Evidential_MSE-Quant,True
95,1.1320745174066458,4,4,Evidential_MSE-Quant,True
96,1.795791339021395,1,1,Evidential_MSE-Quant,True
97,1.5191454383958662,7,7,Evidential_MSE-Quant,True
98,1.6462181201795771,6,6,Evidential_MSE-Quant,True
99,1.0454160133364296,9,9,Evidential_MSE-Quant,True
100,1.164519244853338,6,6,Evidential_MSE-Quant,True
101,0.8896067388355398,0,0,Evidential_MSE-Quant,True
102,1.0454159562683032,5,5,Evidential_MSE-Quant,True
103,0.7630049882491958,4,4,Evidential_MSE-Quant,True
104,1.795791330863485,9,9,Evidential_MSE-Quant,True
105,1.1645194960482508,9,9,Evidential_MSE-Quant,True
106,1.1320745174066458,2,2,Evidential_MSE-Quant,True
107,1.317092892920194,1,1,Evidential_MSE-Quant,True
108,1.4106029496886057,9,9,Evidential_MSE-Quant,True
109,1.0196101727601363,4,4,Evidential_MSE-Quant,True
110,1.2358018986407182,8,8,Evidential_MSE-Quant,True
111,1.9707310158871658,7,7,Evidential_MSE-Quant,True
112,1.164519244853338,3,3,Evidential_MSE-Quant,True
113,1.1015129010312452,9,9,Evidential_MSE-Quant,True
114,1.5191454383958662,7,7,Evidential_MSE-Quant,True
115,2.0666949426180405,4,4,Evidential_MSE-Quant,True
116,1.4627925668390138,4,4,Evidential_MSE-Quant,True
117,0.8896067388355398,4,4,Evidential_MSE-Quant,True
118,1.4627926690531905,9,9,Evidential_MSE-Quant,True
119,2.0666949426180405,2,2,Evidential_MSE-Quant,True
120,1.0196101727601363,5,5,Evidential_MSE-Quant,True
121,1.580121416566334,4,4,Evidential_MSE-Quant,True
122,1.235801898640718,7,7,Evidential_MSE-Quant,True
123,0.9287884205361147,6,6,Evidential_MSE-Quant,True
124,2.302585092994045,7,7,Evidential_MSE-Quant,True
125,1.5191454482861106,9,9,Evidential_MSE-Quant,True
126,1.317092892920194,0,0,Evidential_MSE-Quant,True
127,0.9087402952759126,5,5,Evidential_MSE-Quant,True
128,0.995142290893887,8,8,Evidential_MSE-Quant,True
129,0.9719096192539809,5,5,Evidential_MSE-Quant,True
130,0.8713253307525188,6,6,Evidential_MSE-Quant,True
131,0.7766684535855202,6,6,Evidential_MSE-Quant,True
132,1.0726742981899566,5,5,Evidential_MSE-Quant,True
133,1.4106030128418132,7,7,Evidential_MSE-Quant,True
134,1.1015128825225862,8,8,Evidential_MSE-Quant,True
135,0.8896067388355398,1,1,Evidential_MSE-Quant,True
136,0.995142290893887,0,0,Evidential_MSE-Quant,True
137,0.9498194933322689,1,1,Evidential_MSE-Quant,True
138,0.8210498104373255,6,6,Evidential_MSE-Quant,True
139,1.5191454383958662,4,4,Evidential_MSE-Quant,True
140,1.235801898640718,6,6,Evidential_MSE-Quant,True
141,0.8896067388355398,7,7,Evidential_MSE-Quant,True
142,1.580121416566334,3,3,Evidential_MSE-Quant,True
143,0.9719096192539809,1,1,Evidential_MSE-Quant,True
144,1.4106030128418132,7,7,Evidential_MSE-Quant,True
145,1.0726742981899566,1,1,Evidential_MSE-Quant,True
146,1.1320745174066458,8,8,Evidential_MSE-Quant,True
147,0.8538391888657775,2,2,Evidential_MSE-Quant,True
148,0.9498194933322689,0,0,Evidential_MSE-Quant,True
149,2.302585092994045,2,2,Evidential_MSE-Quant,True
150,1.1990275893027134,9,9,Evidential_MSE-Quant,True
151,2.302585092994045,9,9,Evidential_MSE-Quant,True
152,1.1320745174066458,5,5,Evidential_MSE-Quant,True
153,1.317092892920194,5,5,Evidential_MSE-Quant,True
154,1.1320745174066458,1,1,Evidential_MSE-Quant,True
155,0.995142290893887,5,5,Evidential_MSE-Quant,True
156,1.0196101727601363,6,6,Evidential_MSE-Quant,True
157,1.1015128825225862,0,0,Evidential_MSE-Quant,True
158,1.795791339021395,3,3,Evidential_MSE-Quant,True
159,1.580121416566334,4,4,Evidential_MSE-Quant,True
160,1.235801898640718,4,4,Evidential_MSE-Quant,True
