,entropy,true_labels,pred_labels,condition,is_prediction_correct
0,2.1702753035668993,9,9,Evidential_DIGAMMA,True
1,1.7426090905414364,7,7,Evidential_DIGAMMA,True
2,2.1067518772915244,0,8,Evidential_DIGAMMA,False
3,1.849160035286276,2,2,Evidential_DIGAMMA,True
4,2.0637681385293654,6,6,Evidential_DIGAMMA,True
5,1.6124890603508608,0,0,Evidential_DIGAMMA,True
6,1.951745724498764,7,7,Evidential_DIGAMMA,True
7,1.4985060456238235,4,4,Evidential_DIGAMMA,True
8,1.5205668139339,6,6,Evidential_DIGAMMA,True
9,1.5014297490362978,2,2,Evidential_DIGAMMA,True
10,1.9583829872006244,4,4,Evidential_DIGAMMA,True
11,1.4656020955607767,8,8,Evidential_DIGAMMA,True
12,2.272447115457993,3,5,Evidential_DIGAMMA,False
13,2.173282114529544,2,5,Evidential_DIGAMMA,False
14,2.2937522769630663,2,4,Evidential_DIGAMMA,False
15,2.1858380134336577,9,9,Evidential_DIGAMMA,True
16,2.24404902997811,6,6,Evidential_DIGAMMA,True
17,1.6145531344324824,1,1,Evidential_DIGAMMA,True
18,1.3857368359320512,8,8,Evidential_DIGAMMA,True
19,1.3372353506194492,9,9,Evidential_DIGAMMA,True
20,2.291718363946449,3,6,Evidential_DIGAMMA,False
21,2.278121082359018,9,2,Evidential_DIGAMMA,False
22,1.7484374853032483,4,4,Evidential_DIGAMMA,True
23,2.294133790038576,4,2,Evidential_DIGAMMA,False
24,1.4325505921286685,9,1,Evidential_DIGAMMA,False
25,2.286660880866779,0,3,Evidential_DIGAMMA,False
26,1.5721223103363184,0,0,Evidential_DIGAMMA,True
27,2.2269424141744465,3,3,Evidential_DIGAMMA,True
28,1.9185218351719302,8,8,Evidential_DIGAMMA,True
29,1.6309199183509893,0,0,Evidential_DIGAMMA,True
30,1.666505388582673,4,4,Evidential_DIGAMMA,True
31,1.3449875886631328,9,9,Evidential_DIGAMMA,True
32,2.2690841005617557,2,2,Evidential_DIGAMMA,True
33,1.9635319331530068,6,6,Evidential_DIGAMMA,True
34,2.293957504991157,5,2,Evidential_DIGAMMA,False
35,1.3485662591190006,6,6,Evidential_DIGAMMA,True
36,1.5506350626069199,4,4,Evidential_DIGAMMA,True
37,2.021377383205436,4,4,Evidential_DIGAMMA,True
38,1.8139735030442818,8,0,Evidential_DIGAMMA,False
39,2.0983081494986995,2,3,Evidential_DIGAMMA,False
40,2.1703617224807705,0,0,Evidential_DIGAMMA,True
41,1.3262346519749317,9,9,Evidential_DIGAMMA,True
42,1.9210338520654333,3,3,Evidential_DIGAMMA,True
43,2.2726318365148033,2,3,Evidential_DIGAMMA,False
44,1.5819304614916856,0,0,Evidential_DIGAMMA,True
45,2.2701554915450846,3,3,Evidential_DIGAMMA,True
46,1.6680380964061994,0,0,Evidential_DIGAMMA,True
47,1.9220114568030362,5,5,Evidential_DIGAMMA,True
48,2.2780477718132177,7,7,Evidential_DIGAMMA,True
49,1.5126017965547003,8,8,Evidential_DIGAMMA,True
50,1.4991953703238103,6,6,Evidential_DIGAMMA,True
51,1.4694333240546975,6,6,Evidential_DIGAMMA,True
52,1.4957392232393514,9,9,Evidential_DIGAMMA,True
53,1.8242898412978508,2,2,Evidential_DIGAMMA,True
54,1.3858626514360108,8,8,Evidential_DIGAMMA,True
55,1.3669502058640024,4,4,Evidential_DIGAMMA,True
56,1.4144897473934828,1,1,Evidential_DIGAMMA,True
57,1.7767429718662793,3,3,Evidential_DIGAMMA,True
58,2.2541441258561936,4,5,Evidential_DIGAMMA,False
59,1.6189708781007937,0,0,Evidential_DIGAMMA,True
60,1.9764455422233793,3,4,Evidential_DIGAMMA,False
61,1.4690910745851107,9,9,Evidential_DIGAMMA,True
62,1.8584711580086222,1,0,Evidential_DIGAMMA,False
63,1.6776762905594165,8,8,Evidential_DIGAMMA,True
64,2.1966357311010607,5,5,Evidential_DIGAMMA,True
65,1.9717803995734864,2,2,Evidential_DIGAMMA,True
66,2.2186764767164955,3,3,Evidential_DIGAMMA,True
67,1.696474516679604,4,4,Evidential_DIGAMMA,True
68,2.2733644892288187,4,4,Evidential_DIGAMMA,True
69,1.7180752389308318,0,0,Evidential_DIGAMMA,True
70,1.4772461986400587,1,1,Evidential_DIGAMMA,True
71,1.3980550852467966,6,6,Evidential_DIGAMMA,True
72,2.030207116943994,3,3,Evidential_DIGAMMA,True
73,2.2171777724919246,3,4,Evidential_DIGAMMA,False
74,2.272771490954235,5,5,Evidential_DIGAMMA,True
75,1.4068751633157992,1,1,Evidential_DIGAMMA,True
76,1.8544009164646615,3,3,Evidential_DIGAMMA,True
77,1.4199867574121146,1,1,Evidential_DIGAMMA,True
